id,thread_id,customer_id,company_id,event_type,actor_type,actor_id,payload_summary,occurred_at
f786ca2f-f8fd-484a-b163-a57e2c1b7e74,e846c89d-388d-4203-a274-ab6b0da723e6,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,thread_created,user,8581336f-1bcd-4725-8999-003a886ca42f,,2026-03-30T10:22:26Z
02f7bfb3-633d-4ef8-b070-c2e3fbdaffce,e846c89d-388d-4203-a274-ab6b0da723e6,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,thread_escalated,machine,88ba3860-2f8e-49d2-9892-95082a59ce61,,2026-03-30T10:27:26Z
5153ec08-8461-418e-a987-c30ed86823cc,e846c89d-388d-4203-a274-ab6b0da723e6,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,thread_labels_changed,user,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,,2026-03-30T10:42:26Z
e8556b25-b447-4fea-8ef1-efde738281bf,e846c89d-388d-4203-a274-ab6b0da723e6,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,thread_status_transitioned,machine,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,,2026-03-30T12:20:26Z
6f77fc23-c072-4b74-90ca-7b1dd83e3bed,e846c89d-388d-4203-a274-ab6b0da723e6,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,message_received,machine,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,,2026-03-30T10:56:26Z
f552dd75-b141-460c-b303-7648aaff4c0e,7b5f9ee6-03c6-4c20-b212-78dfef49b4dc,a9e77737-32ef-4a01-b737-fd821906b1c6,c8158521-c7d5-4739-8ccd-a6792209c05b,message_sent,user,8581336f-1bcd-4725-8999-003a886ca42f,,2026-06-06T20:56:55Z
4989c84b-9d7d-43ea-a854-cb15e22c4286,7b5f9ee6-03c6-4c20-b212-78dfef49b4dc,a9e77737-32ef-4a01-b737-fd821906b1c6,c8158521-c7d5-4739-8ccd-a6792209c05b,thread_labels_changed,user,de482c24-39eb-4167-b224-09ed06d21afc,,2026-06-06T21:17:55Z
211bca44-a199-4b2f-b7f3-beca34d54a20,7b5f9ee6-03c6-4c20-b212-78dfef49b4dc,a9e77737-32ef-4a01-b737-fd821906b1c6,c8158521-c7d5-4739-8ccd-a6792209c05b,thread_assignment_transitioned,customer,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,,2026-06-06T22:11:55Z
17efe676-a113-4000-9bd7-65fc78576b22,7b5f9ee6-03c6-4c20-b212-78dfef49b4dc,a9e77737-32ef-4a01-b737-fd821906b1c6,c8158521-c7d5-4739-8ccd-a6792209c05b,thread_assignment_transitioned,machine,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,,2026-06-06T22:03:55Z
155f1cb2-d8f8-4578-ae97-a77389f3d0ee,7b5f9ee6-03c6-4c20-b212-78dfef49b4dc,a9e77737-32ef-4a01-b737-fd821906b1c6,c8158521-c7d5-4739-8ccd-a6792209c05b,thread_labels_changed,user,8581336f-1bcd-4725-8999-003a886ca42f,,2026-06-06T23:43:55Z
c1268b42-f97f-4e3c-bcd6-e0c0345e300c,2726f339-39f2-4a55-8cfe-79aae1a7e30d,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,message_received,customer,88ba3860-2f8e-49d2-9892-95082a59ce61,,2026-05-21T18:45:28Z
ca653c5d-8fed-4e33-8ce6-075da51f9af2,2726f339-39f2-4a55-8cfe-79aae1a7e30d,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,message_sent,user,88ba3860-2f8e-49d2-9892-95082a59ce61,,2026-05-21T18:44:28Z
19934386-d42c-4a37-8bea-8b0661aab1cc,2726f339-39f2-4a55-8cfe-79aae1a7e30d,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,message_received,customer,6b7600c4-95ce-46a2-b706-ba2e805d62bf,,2026-05-21T20:20:28Z
b0b3d1e6-a37f-4d78-84dc-325cf01f0c76,2726f339-39f2-4a55-8cfe-79aae1a7e30d,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,thread_escalated,machine,6b7600c4-95ce-46a2-b706-ba2e805d62bf,,2026-05-21T20:24:28Z
f8659531-cf56-4331-b889-f26ee1d147ee,2726f339-39f2-4a55-8cfe-79aae1a7e30d,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,message_received,machine,de482c24-39eb-4167-b224-09ed06d21afc,,2026-05-21T22:04:28Z
17a8e93b-1f44-44d7-93b9-067124e8a266,2726f339-39f2-4a55-8cfe-79aae1a7e30d,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,thread_created,customer,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,,2026-05-21T22:32:28Z
24cb93aa-4ac9-45b6-8352-02d23d63be93,1f73620c-1cad-4627-b6ed-79dd5ad4b288,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,thread_assignment_transitioned,customer,8581336f-1bcd-4725-8999-003a886ca42f,,2026-06-07T05:45:11Z
c4d94164-fd4f-4469-a97e-a7828a4f4cf2,1f73620c-1cad-4627-b6ed-79dd5ad4b288,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,thread_priority_changed,customer,6b7600c4-95ce-46a2-b706-ba2e805d62bf,,2026-06-07T07:30:11Z
8ce48deb-9682-479c-8bcd-94b52d8826cc,1f73620c-1cad-4627-b6ed-79dd5ad4b288,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,note_created,customer,8581336f-1bcd-4725-8999-003a886ca42f,,2026-06-07T06:32:11Z
9b25d9cc-4878-49dd-b25a-473eef75300a,1f73620c-1cad-4627-b6ed-79dd5ad4b288,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,message_sent,user,de482c24-39eb-4167-b224-09ed06d21afc,,2026-06-07T06:23:11Z
