id,thread_id,customer_id,company_id,event_type,actor_type,actor_id,payload_summary,occurred_at
937bcfd4-899e-4570-9c28-19fe227df93e,74552e0e-0cbb-4d1d-9334-ea770b4e99c3,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_created,user,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-03-31T10:18:36Z
72663ef1-c033-46e5-83c7-e95c1d5d1a0f,74552e0e-0cbb-4d1d-9334-ea770b4e99c3,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_escalated,machine,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-03-31T10:23:36Z
635173f3-6ef8-44a6-a92b-787d49a70d08,74552e0e-0cbb-4d1d-9334-ea770b4e99c3,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_labels_changed,user,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-03-31T10:38:36Z
bb74d3ce-a8aa-4542-8b2c-a15143b8e5ff,74552e0e-0cbb-4d1d-9334-ea770b4e99c3,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_status_transitioned,machine,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-03-31T12:16:36Z
43a981ac-590e-4f2b-b63c-b6223e1b6c77,74552e0e-0cbb-4d1d-9334-ea770b4e99c3,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,message_received,machine,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-03-31T10:52:36Z
4f80d06a-b406-4703-bcfc-4308064f0977,6d05b3a3-3a4e-4b4e-a6df-5b26edf61c83,e7599d34-b7c6-4af6-ab6e-f1244f5c58c3,42d183d0-88e0-43fb-b100-707db8e02e22,message_sent,user,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-06-07T20:53:05Z
dfd6f5a5-c8ee-48a1-9599-2cd432ed41ca,6d05b3a3-3a4e-4b4e-a6df-5b26edf61c83,e7599d34-b7c6-4af6-ab6e-f1244f5c58c3,42d183d0-88e0-43fb-b100-707db8e02e22,thread_labels_changed,user,0109815d-fbf2-4a22-8334-9d8ee93574b8,,2026-06-07T21:14:05Z
402d821d-4246-43f9-baac-0fe370c85ce2,6d05b3a3-3a4e-4b4e-a6df-5b26edf61c83,e7599d34-b7c6-4af6-ab6e-f1244f5c58c3,42d183d0-88e0-43fb-b100-707db8e02e22,thread_assignment_transitioned,customer,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-06-07T22:08:05Z
c00819f5-5da8-4ca8-89da-bbc9530be4ad,6d05b3a3-3a4e-4b4e-a6df-5b26edf61c83,e7599d34-b7c6-4af6-ab6e-f1244f5c58c3,42d183d0-88e0-43fb-b100-707db8e02e22,thread_assignment_transitioned,machine,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-06-07T22:00:05Z
22a3b5cf-cee4-4f3b-bdc5-b2dbce34fce2,6d05b3a3-3a4e-4b4e-a6df-5b26edf61c83,e7599d34-b7c6-4af6-ab6e-f1244f5c58c3,42d183d0-88e0-43fb-b100-707db8e02e22,thread_labels_changed,user,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-06-07T23:40:05Z
a237f844-33e7-4568-92ef-fcec0b51d5ef,6443ddc3-d9c6-4e54-bf9a-19f78163ede7,181826b1-bc30-4374-86dc-ebc4512f5f16,2d46dc44-28ad-469f-b29a-5bcf7e1ba1d1,message_received,customer,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-05-22T18:41:38Z
fb1adf85-c733-4372-aeea-c6d165d94599,6443ddc3-d9c6-4e54-bf9a-19f78163ede7,181826b1-bc30-4374-86dc-ebc4512f5f16,2d46dc44-28ad-469f-b29a-5bcf7e1ba1d1,message_sent,user,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-05-22T18:40:38Z
03de2070-2e56-48d9-8758-4dc30ed14ec1,6443ddc3-d9c6-4e54-bf9a-19f78163ede7,181826b1-bc30-4374-86dc-ebc4512f5f16,2d46dc44-28ad-469f-b29a-5bcf7e1ba1d1,message_received,customer,08d1a7a3-661b-440a-9110-f61bb32b242e,,2026-05-22T20:16:38Z
7e04e5c9-17a3-4432-81fa-264da4967de0,6443ddc3-d9c6-4e54-bf9a-19f78163ede7,181826b1-bc30-4374-86dc-ebc4512f5f16,2d46dc44-28ad-469f-b29a-5bcf7e1ba1d1,thread_escalated,machine,08d1a7a3-661b-440a-9110-f61bb32b242e,,2026-05-22T20:20:38Z
f90d8987-2a8a-4a7b-805b-73cc84922996,6443ddc3-d9c6-4e54-bf9a-19f78163ede7,181826b1-bc30-4374-86dc-ebc4512f5f16,2d46dc44-28ad-469f-b29a-5bcf7e1ba1d1,message_received,machine,0109815d-fbf2-4a22-8334-9d8ee93574b8,,2026-05-22T22:00:38Z
c197440c-7942-46a5-8f00-135a18cdad2a,6443ddc3-d9c6-4e54-bf9a-19f78163ede7,181826b1-bc30-4374-86dc-ebc4512f5f16,2d46dc44-28ad-469f-b29a-5bcf7e1ba1d1,thread_created,customer,4baa41eb-c66d-4749-bd93-fa564b58816d,,2026-05-22T22:28:38Z
d0863abf-157c-48f9-9849-f77f0021bb84,4e899aae-debf-4e93-8ebe-930e305517fe,107f75ad-486d-4d7a-858e-543611166331,5ad60768-a84c-4ace-af58-ea600e2ebc08,thread_assignment_transitioned,customer,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-06-08T05:41:21Z
251fc713-4477-4c9f-96c2-333dd8fc0c0d,4e899aae-debf-4e93-8ebe-930e305517fe,107f75ad-486d-4d7a-858e-543611166331,5ad60768-a84c-4ace-af58-ea600e2ebc08,thread_priority_changed,customer,08d1a7a3-661b-440a-9110-f61bb32b242e,,2026-06-08T07:26:21Z
cb37e178-83de-4615-890c-7f86e51363c5,4e899aae-debf-4e93-8ebe-930e305517fe,107f75ad-486d-4d7a-858e-543611166331,5ad60768-a84c-4ace-af58-ea600e2ebc08,note_created,customer,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-06-08T06:28:21Z
04f6ff61-1f1c-4252-99e1-b158f39eeaf3,4e899aae-debf-4e93-8ebe-930e305517fe,107f75ad-486d-4d7a-858e-543611166331,5ad60768-a84c-4ace-af58-ea600e2ebc08,message_sent,user,0109815d-fbf2-4a22-8334-9d8ee93574b8,,2026-06-08T06:19:21Z
b32dd081-9825-43b8-ab96-f5d3f3f3b851,4e899aae-debf-4e93-8ebe-930e305517fe,107f75ad-486d-4d7a-858e-543611166331,5ad60768-a84c-4ace-af58-ea600e2ebc08,message_received,customer,91823e77-7d0d-4150-a58a-2e5b8dde2c5f,,2026-06-08T06:19:21Z
2cfa605c-1876-47cf-ad1a-19948e623bbd,39f71f07-92be-491f-b703-25a4820652fe,56ac6c4f-42ea-4574-945e-da68dd065250,2af242a5-22a2-4fb6-97f8-ba607401f8d9,thread_created,machine,bb4570f2-6111-4844-8252-68c463eec2de,,2026-03-19T23:45:38Z
58474460-51c1-4083-9afc-dcb194e6f205,39f71f07-92be-491f-b703-25a4820652fe,56ac6c4f-42ea-4574-945e-da68dd065250,2af242a5-22a2-4fb6-97f8-ba607401f8d9,thread_status_transitioned,machine,91823e77-7d0d-4150-a58a-2e5b8dde2c5f,,2026-03-20T00:32:38Z
3fb37ea3-ba8b-4455-a0c7-ef09fe726d2d,74df1841-e985-4254-b3ab-b1c787c92daa,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_created,user,4baa41eb-c66d-4749-bd93-fa564b58816d,,2026-04-27T08:31:57Z
69457837-881d-4c23-87e1-f2b3883518d1,74df1841-e985-4254-b3ab-b1c787c92daa,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_priority_changed,customer,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-04-27T09:15:57Z
039efffe-3c96-4d6b-af54-0f5c765ebbad,74df1841-e985-4254-b3ab-b1c787c92daa,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,message_received,user,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-04-27T10:19:57Z
f1cc51a7-fba1-46c9-8151-23739f141462,74df1841-e985-4254-b3ab-b1c787c92daa,6099a91a-cf47-4047-8909-2ef4e40af661,4bbfe4d3-869f-4204-b25a-1776a3df350d,thread_assignment_transitioned,machine,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-04-27T10:58:57Z
3c4899ea-bd53-476e-8ba7-21478b33b9da,2aa47bcb-7c72-4080-9942-58031a2389eb,4b11f590-672b-490e-8803-ef9e58c5b7fc,f3a8ffe6-5d82-42e9-9120-eed4b624a4d8,message_received,customer,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-04-18T13:39:56Z
3b2f0d95-d273-4c4a-a347-dfd109f6690a,2aa47bcb-7c72-4080-9942-58031a2389eb,4b11f590-672b-490e-8803-ef9e58c5b7fc,f3a8ffe6-5d82-42e9-9120-eed4b624a4d8,thread_status_transitioned,user,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-04-18T13:12:56Z
bb51d000-9af3-41a2-a1e9-2822312bf0d8,639bfbac-e6d9-4172-8c3d-029833e487de,fdc669bf-55e5-4299-93c6-680c73bf3f31,c27ffcd2-e5a1-47c4-81f7-b1c6cba816c1,thread_status_transitioned,customer,bb4570f2-6111-4844-8252-68c463eec2de,,2026-03-27T22:35:31Z
47e61160-e85a-4e0e-80ca-739ab19c6394,639bfbac-e6d9-4172-8c3d-029833e487de,fdc669bf-55e5-4299-93c6-680c73bf3f31,c27ffcd2-e5a1-47c4-81f7-b1c6cba816c1,thread_priority_changed,user,91823e77-7d0d-4150-a58a-2e5b8dde2c5f,,2026-03-27T22:20:31Z
88d588f8-f851-454c-b7ce-761d6dcd1291,639bfbac-e6d9-4172-8c3d-029833e487de,fdc669bf-55e5-4299-93c6-680c73bf3f31,c27ffcd2-e5a1-47c4-81f7-b1c6cba816c1,note_created,machine,0109815d-fbf2-4a22-8334-9d8ee93574b8,,2026-03-27T22:05:31Z
042c9ab7-07ab-4582-8095-f5fe450aa4a2,639bfbac-e6d9-4172-8c3d-029833e487de,fdc669bf-55e5-4299-93c6-680c73bf3f31,c27ffcd2-e5a1-47c4-81f7-b1c6cba816c1,thread_status_transitioned,machine,0109815d-fbf2-4a22-8334-9d8ee93574b8,,2026-03-27T22:23:31Z
c5741a88-3789-473d-bca9-702cb89aa71f,639bfbac-e6d9-4172-8c3d-029833e487de,fdc669bf-55e5-4299-93c6-680c73bf3f31,c27ffcd2-e5a1-47c4-81f7-b1c6cba816c1,thread_assignment_transitioned,user,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-03-28T02:26:31Z
889f6c0b-7b1f-4e72-bbc5-18de8859ccfe,639bfbac-e6d9-4172-8c3d-029833e487de,fdc669bf-55e5-4299-93c6-680c73bf3f31,c27ffcd2-e5a1-47c4-81f7-b1c6cba816c1,thread_status_transitioned,machine,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-03-28T02:13:31Z
4d4b039a-a87f-4fcc-8a93-b30369be582f,76a9f3a4-a642-4e33-b6e3-56680523593c,1089b5d1-9183-448d-a8a0-aeded714663d,7c1d69b4-0a82-4484-9123-260d6f6d731d,thread_assignment_transitioned,customer,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-04-11T16:03:24Z
1ca89c62-16c2-4257-a327-502e18d7967c,76a9f3a4-a642-4e33-b6e3-56680523593c,1089b5d1-9183-448d-a8a0-aeded714663d,7c1d69b4-0a82-4484-9123-260d6f6d731d,note_created,customer,fe6e98c0-959f-43a4-9cca-a1ce33cf76e7,,2026-04-11T16:23:24Z
a9733910-b38c-4db4-9e01-adb547b063fb,8c401334-4514-4025-a35d-0be42dc173a7,9659cb2e-774d-4b76-9906-989e6b6dacb6,a3ad66a6-3388-48ea-8bbf-56e9ac00dbe6,thread_labels_changed,machine,bb4570f2-6111-4844-8252-68c463eec2de,,2026-03-25T08:33:05Z
f5aacc45-79f4-453c-a306-6edf5e68002b,8c401334-4514-4025-a35d-0be42dc173a7,9659cb2e-774d-4b76-9906-989e6b6dacb6,a3ad66a6-3388-48ea-8bbf-56e9ac00dbe6,message_received,machine,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-03-25T09:28:05Z
8a3fc8c2-ad24-42e0-9109-20f0aaa84231,8c401334-4514-4025-a35d-0be42dc173a7,9659cb2e-774d-4b76-9906-989e6b6dacb6,a3ad66a6-3388-48ea-8bbf-56e9ac00dbe6,message_sent,customer,bb4570f2-6111-4844-8252-68c463eec2de,,2026-03-25T10:03:05Z
27f3e468-33d6-4226-8513-d5bbff214873,8c401334-4514-4025-a35d-0be42dc173a7,9659cb2e-774d-4b76-9906-989e6b6dacb6,a3ad66a6-3388-48ea-8bbf-56e9ac00dbe6,message_sent,machine,f5c0cdf3-9712-47e4-bf81-66518780e95a,,2026-03-25T10:31:05Z
460d15df-d10d-4374-8a30-93131a582b6a,8c401334-4514-4025-a35d-0be42dc173a7,9659cb2e-774d-4b76-9906-989e6b6dacb6,a3ad66a6-3388-48ea-8bbf-56e9ac00dbe6,thread_labels_changed,machine,bb4570f2-6111-4844-8252-68c463eec2de,,2026-03-25T08:57:05Z
04149392-ef02-4489-befc-3d38bc189dcd,0bcd085a-11a3-4b70-8407-62537387a175,42d2881e-2577-4af6-b289-9e8a04fedcd4,e78330b1-cc33-46ce-b240-65f81170b97f,thread_created,customer,360fa787-3ca5-4e8a-81ff-edd32dd38868,,2026-05-01T17:58:21Z
24583260-8433-4d88-b1bc-db0aedc4a828,0bcd085a-11a3-4b70-8407-62537387a175,42d2881e-2577-4af6-b289-9e8a04fedcd4,e78330b1-cc33-46ce-b240-65f81170b97f,message_received,user,08d1a7a3-661b-440a-9110-f61bb32b242e,,2026-05-01T17:48:21Z
c28fd326-5001-4c5e-a80d-6ee1be8db5f4,0bcd085a-11a3-4b70-8407-62537387a175,42d2881e-2577-4af6-b289-9e8a04fedcd4,e78330b1-cc33-46ce-b240-65f81170b97f,message_received,customer,91823e77-7d0d-4150-a58a-2e5b8dde2c5f,,2026-05-01T18:29:21Z
