id,external_id,customer_id,company_id,tenant_id,company_tier,title,status,status_detail,priority,channel,label,assigned_agent_id,assigned_agent_name,first_response_time_mins,resolution_time_mins,message_count,is_escalated,created_at,updated_at,resolved_at
e846c89d-388d-4203-a274-ab6b0da723e6,ext_e846c89d,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,135b657d-c167-4166-908e-06998ead94d2,free,SLA config for enterprise tier,done,created,low,email,,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,473,1190,16,False,2026-03-30T10:00:26Z,2026-05-15T22:03:17Z,2026-03-31T05:50:26Z
7b5f9ee6-03c6-4c20-b212-78dfef49b4dc,ext_7b5f9ee6,a9e77737-32ef-4a01-b737-fd821906b1c6,c8158521-c7d5-4739-8ccd-a6792209c05b,31ffa620-134b-401a-bcb0-b2174a8b3931,free,GraphQL schema question on tenants,done,,normal,microsoft_teams,security,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,280,2427,7,False,2026-06-06T20:29:55Z,2026-05-28T14:08:19Z,2026-06-08T12:56:55Z
2726f339-39f2-4a55-8cfe-79aae1a7e30d,ext_2726f339,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,45159a44-03fb-4a13-8f89-43edb17891c8,starter,Email routing broken after domain change,done,in_progress,normal,email,feature_request,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,440,3056,13,False,2026-05-21T17:46:28Z,2026-06-02T13:05:22Z,2026-05-23T20:42:28Z
1f73620c-1cad-4627-b6ed-79dd5ad4b288,ext_1f73620c,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,046db69f-e71a-47d9-99bf-11eb7cda64cc,pro,Thread assignment not working,todo,in_progress,normal,slack,onboarding,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,,,2,False,2026-06-07T05:40:11Z,2026-05-25T02:15:06Z,
ce788b5a-bfe2-47d8-8362-f80cbdd533c8,ext_ce788b5a,ac044692-8936-49d7-84d7-d325a328ac5e,7a7dd2df-a2e4-4f88-8b14-3ab1409ba873,5d3a6b80-78bf-4102-bb74-281be4764ac8,free,Feature request: bulk thread export,todo,replied_to,low,email,,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,Sarah Kim,,,5,False,2026-03-18T23:44:28Z,2026-05-09T04:26:15Z,
3ad0629f-d25f-4bf9-bc5b-a7bbbdb5bdaf,ext_3ad0629f,7c1a0671-a1dc-4154-818c-be6de97bf5c6,8a67eabb-d5ad-4590-a3fd-6cf685180c10,135b657d-c167-4166-908e-06998ead94d2,free,GDPR data deletion request,todo,,normal,chat,general,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,,,3,False,2026-04-26T07:40:47Z,2026-06-04T00:56:40Z,
dc91e7c4-2cd0-4023-960a-71bd5ff64ac3,ext_dc91e7c4,d89512c2-6c8c-4885-a022-52ae96e8a0ad,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,GDPR data deletion request,done,,high,email,bug,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,300,2302,15,False,2026-04-17T12:52:46Z,2026-05-26T05:03:33Z,2026-04-19T03:14:46Z
a6c0b42d-11ba-4368-87d7-b2684adc9566,ext_a6c0b42d,1cab7fa3-4415-4eac-8d3d-95074ed48592,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,Webhook not firing on thread.created,done,created,normal,slack,feature_request,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,25,3495,16,True,2026-03-26T21:43:21Z,2026-05-26T04:51:39Z,2026-03-29T07:58:21Z
e16251d1-d706-4f23-b2a1-50a4f950c8ce,ext_e16251d1,38d24e60-26d2-4543-8a8a-4fe5650f1eff,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,SSO setup for enterprise workspace,snoozed,replied_to,low,api,general,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,194,,4,False,2026-04-10T15:56:14Z,2026-05-22T13:58:45Z,
5d590368-a53a-4c8f-b72d-15579bbc2741,ext_5d590368,327b5b93-6d36-414b-9b7f-f9e9153baf38,c70961c2-27f8-497b-8876-999911e5da74,d35bb298-af86-481a-8207-d48c9f86b153,pro,AI suggested replies quality feedback,done,in_progress,normal,slack,billing,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,Sarah Kim,196,2077,9,False,2026-03-24T08:06:55Z,2026-05-12T05:53:47Z,2026-03-25T18:43:55Z
461088b7-8531-429c-9aaa-7c84f2d34e79,ext_461088b7,23530ad0-4cb8-4859-b7b9-50cb1d256f4a,ae72b7a5-681c-4f41-8da1-0053ab63697a,225523ba-5cc4-450c-a696-80228b1ad030,starter,AI suggested replies quality feedback,todo,created,normal,email,onboarding,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,,,24,True,2026-04-30T17:38:11Z,2026-05-25T12:28:29Z,
460e14a6-87a6-49df-ad3d-d754f065b843,ext_460e14a6,c6be3410-00ec-45bf-80ba-3bc4fead2c6b,cde2f44d-ce1b-4d35-babc-4110dd9341ac,88c05305-2b06-4264-8461-646faf85bdde,starter,Feature request: bulk thread export,done,in_progress,normal,email,billing,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,308,3472,22,False,2026-06-02T15:53:28Z,2026-05-26T13:02:42Z,2026-06-05T01:45:28Z
db0f6c31-abe2-4cd1-93f0-216310d4ff10,ext_db0f6c31,e8438716-ec84-467b-baec-4e909e95b753,fff595df-ffc7-4c41-aae8-59fd047cd767,4d74886f-f7ab-4907-9171-9069900ea1ee,starter,GDPR data deletion request,snoozed,in_progress,normal,microsoft_teams,,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,331,,14,False,2026-03-20T03:55:14Z,2026-05-27T04:48:57Z,
18b951fd-0f07-4356-88e4-9842f924c37d,ext_18b951fd,59b3301a-59e8-4415-b32b-496f03636dda,8c25d505-c61d-42b2-a767-bb383d1c7155,f0a84c4a-ee0f-4de8-99f7-b7126b4a4804,starter,Feature request: bulk thread export,done,in_progress,high,slack,onboarding,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,215,1313,11,False,2026-05-18T03:04:29Z,2026-05-10T18:06:24Z,2026-05-19T00:57:29Z
192f450e-e78e-4af0-beda-e96623d0d69a,ext_192f450e,0a9e8af8-ba7b-403e-8acb-93af0dcfd601,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,Priority escalation not triggering,done,replied_to,urgent,email,general,6ef96648-bd9e-43ff-8e60-d5ebd28283c7,Sarah Kim,413,3532,10,False,2026-03-25T12:36:38Z,2026-06-06T20:08:36Z,2026-03-27T23:28:38Z
334a92c1-370d-4e65-9fb4-3e0fc5612b21,ext_334a92c1,ad245d7a-2259-423f-9a9b-269287e8b0f6,ae72b7a5-681c-4f41-8da1-0053ab63697a,923263b3-a693-4c5d-b281-38cce8da8434,starter,Custom fields on customer objects,done,,normal,email,general,8581336f-1bcd-4725-8999-003a886ca42f,James O'Brien,124,2758,10,False,2026-04-01T06:10:35Z,2026-05-23T08:55:19Z,2026-04-03T04:08:35Z
1016f9ab-5779-4ca1-9132-72f588b6864a,ext_1016f9ab,0a9e8af8-ba7b-403e-8acb-93af0dcfd601,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,API rate limits hitting production,snoozed,in_progress,normal,slack,,88ba3860-2f8e-49d2-9892-95082a59ce61,Tom Walker,115,,10,False,2026-04-26T03:22:20Z,2026-05-28T22:37:32Z,
2c7844ea-846e-41ef-994d-02c03602cb40,ext_2c7844ea,c7548db4-6b2c-4f91-bc2a-2a290a0da4cf,ec325484-1f40-48e8-92d6-3910fe63fcd0,13ddb12e-f89d-443f-9dd0-cb50c987cbf6,starter,SLA config for enterprise tier,done,in_progress,normal,chat,billing,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,380,2389,5,False,2026-04-18T18:15:53Z,2026-05-23T16:28:29Z,2026-04-20T10:04:53Z
47ed12be-c34a-4e9f-ba63-4624c2b39d9b,ext_47ed12be,77ac1dc9-cb8d-49ce-8b1d-bbfd8e160f4d,f1840dda-6578-4a8d-9de8-5332af1cc2a1,de765002-5e4f-4ffb-b2d0-adb16b7a5caa,free,Email routing broken after domain change,todo,replied_to,low,email,onboarding,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,,,3,False,2026-03-13T13:10:37Z,2026-06-07T11:06:13Z,
355a432c-e184-47c1-ab57-0b897492e44b,ext_355a432c,861618d2-52aa-4c3a-8d45-7847292185f9,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,GDPR data deletion request,done,in_progress,urgent,slack,security,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,212,309,1,False,2026-04-10T21:48:48Z,2026-05-17T20:23:55Z,2026-04-11T02:57:48Z
88cc0855-1458-4528-8333-d0105045d511,ext_88cc0855,0f473c4b-8b4d-4124-abf5-95861531047f,fff595df-ffc7-4c41-aae8-59fd047cd767,4d74886f-f7ab-4907-9171-9069900ea1ee,starter,Custom fields on customer objects,todo,created,normal,api,general,8581336f-1bcd-4725-8999-003a886ca42f,James O'Brien,,,13,False,2026-05-29T12:10:02Z,2026-05-31T06:14:36Z,
7fa89b98-e327-4b1d-99fd-2778ccc67dc6,ext_7fa89b98,358edc69-74c0-48e1-9cad-7b8118927dbe,7a7dd2df-a2e4-4f88-8b14-3ab1409ba873,cef56188-b16c-42b8-8fb2-311b64fda7ba,free,API rate limits hitting production,done,replied_to,high,email,feature_request,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,284,2233,16,False,2026-03-23T06:24:42Z,2026-05-19T12:46:15Z,2026-03-24T19:37:42Z
ec2744e9-0104-4c4b-867e-2391b27edb2a,ext_ec2744e9,3ace9f7d-e70d-45d7-b68c-90cf8d1bb5b6,802db9eb-760d-4e29-b399-d9865b2bbd44,ba9ed1ce-f53d-4481-885b-8841caa75c10,pro,Thread assignment not working,done,created,normal,slack,billing,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,140,521,11,True,2026-03-18T19:34:08Z,2026-06-01T20:24:25Z,2026-03-19T04:15:08Z
b663a9e6-e74d-4d36-925e-d8aa8950254a,ext_b663a9e6,358edc69-74c0-48e1-9cad-7b8118927dbe,7a7dd2df-a2e4-4f88-8b14-3ab1409ba873,cef56188-b16c-42b8-8fb2-311b64fda7ba,free,Custom fields on customer objects,todo,replied_to,low,email,feature_request,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,,,17,False,2026-05-03T07:26:08Z,2026-05-28T18:11:26Z,
7c70e56b-6db5-43dd-8166-6105f91a2d8a,ext_7c70e56b,befa89d0-75ec-4a35-b56e-2c1ece8a6551,fff595df-ffc7-4c41-aae8-59fd047cd767,4d74886f-f7ab-4907-9171-9069900ea1ee,starter,Priority escalation not triggering,snoozed,replied_to,normal,email,general,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,141,,18,False,2026-05-07T19:22:40Z,2026-05-25T14:28:16Z,
62d29624-5e59-440c-a19e-91167bc6097e,ext_62d29624,fc93e96e-8092-48c8-ab7a-8afe85e9a46a,1c233e24-18aa-4dad-b06a-b633020b42a1,923263b3-a693-4c5d-b281-38cce8da8434,pro,Custom fields on customer objects,todo,in_progress,normal,email,general,88ba3860-2f8e-49d2-9892-95082a59ce61,Tom Walker,,,4,False,2026-03-30T10:46:00Z,2026-05-10T11:46:31Z,
bd0b4aab-ce33-4d1b-b72b-f70177c69a1d,ext_bd0b4aab,23d09bbe-6df3-4125-bc07-d416a51fad5c,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,Custom fields on customer objects,done,created,normal,email,security,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,183,945,14,False,2026-05-27T02:43:04Z,2026-06-04T19:05:04Z,2026-05-27T18:28:04Z
29a2b391-ff39-45b7-ba70-5f9f1af9ff93,ext_29a2b391,3e2ccf89-3dcb-4d69-97a9-973268db7cd4,6520df4d-de7e-479a-abc1-840493a832ae,046db69f-e71a-47d9-99bf-11eb7cda64cc,pro,SLA config for enterprise tier,todo,,normal,slack,security,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,,,14,False,2026-04-17T13:58:30Z,2026-05-15T08:55:48Z,
32e77003-67de-4e49-9778-6b86fdc99619,ext_32e77003,0a9e8af8-ba7b-403e-8acb-93af0dcfd601,d78c1e0a-2fe5-4e16-9d70-706fda7d0d5f,a696d6d5-1ebb-4696-bd3c-c04e512d5e22,enterprise,Help center article indexing delay,todo,,normal,api,general,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,,,15,False,2026-04-12T09:45:42Z,2026-05-13T21:48:55Z,
bc2c8506-a28f-4606-80a8-5e999ff72e7a,ext_bc2c8506,76d19526-04bd-4300-8829-1285838b1de3,1c233e24-18aa-4dad-b06a-b633020b42a1,2552eef4-07fe-4d86-bfaf-b7aa52e6d0b9,pro,Webhook signature verification failing,done,replied_to,high,email,general,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,165,2552,13,False,2026-05-11T14:11:12Z,2026-05-15T06:32:55Z,2026-05-13T08:43:12Z
99477fb1-fb82-4eb4-8c5d-a150bd92df11,ext_99477fb1,d89512c2-6c8c-4885-a022-52ae96e8a0ad,a20861f3-872e-4354-9227-8dbaa87488ca,9c3bacaf-0e6f-469f-8963-172d0d8d6a1f,free,OAuth token expiring too fast,done,created,low,slack,,3249a669-dc34-45ef-bf10-657ba0ee9589,Emma Brown,364,1222,22,False,2026-04-15T09:15:15Z,2026-05-19T23:28:06Z,2026-04-16T05:37:15Z
697bcee1-58ef-4b0b-be65-1b5e05211cac,ext_697bcee1,cbb5cd4c-043f-4cfc-9c24-84000cebd3ff,ec325484-1f40-48e8-92d6-3910fe63fcd0,45159a44-03fb-4a13-8f89-43edb17891c8,starter,SSO setup for enterprise workspace,done,created,normal,slack,general,de482c24-39eb-4167-b224-09ed06d21afc,David Liu,474,4243,23,False,2026-04-30T18:36:56Z,2026-05-22T12:21:01Z,2026-05-03T17:19:56Z
e019ed0b-6165-43e0-b920-fa393c15e6f2,ext_e019ed0b,64ec6651-8eeb-4514-a1c4-eeb36ae0a930,633b0a08-c3f9-4031-8b1d-c6545a5e6f29,e5c5138a-8a2f-436d-9d66-ba6af27ca1e4,starter,Email routing broken after domain change,done,created,normal,slack,bug,6b7600c4-95ce-46a2-b706-ba2e805d62bf,Maria Santos,333,1969,4,False,2026-05-16T06:03:14Z,2026-05-23T09:29:39Z,2026-05-17T14:52:14Z
ad82b326-edf0-47a8-94f4-a38e16f10e77,ext_ad82b326,1d446ce5-3a85-4e07-b78d-0697fb31d501,d7d2207b-fd40-4898-ae4d-7e66fc54fed1,f050ccc2-4010-4a01-acdf-6e854a720a8a,free,OAuth token expiring too fast,done,,normal,email,feature_request,4c58839e-8c21-4111-978c-9772546038b9,Priya Patel,14,3968,4,False,2026-05-18T23:11:44Z,2026-05-16T23:37:37Z,2026-05-21T17:19:44Z
13fdbe69-dd99-47c7-9873-724417b57fca,ext_13fdbe69,1f9e81a4-ac82-4dbb-8ee2-0b52a0c492e8,ec325484-1f40-48e8-92d6-3910fe63fcd0,238137c7-6fe4-4170-9e47-716199795634,starter,Can't add team member to workspace,snoozed,created,normal,email,general,b9b00b88-3c4b-48ae-9fbb-c783c441c85b,Alex Chen,155,,21,False,2026-05-20T03:16:31Z,2026-05-14T07:31:55Z,
